"VagrantIDNumber","GenderofLeadVagrant","RelationshiptoLeadVagrant","NumberofPeopleinGroup","PersonType","VagrantCategory","SessionStartYear","SessionStartMonth","SettlementCounty","SettlementCountry"
"5680.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Yorkshire","England"
"5681.1.3","F","[lead vagrant]",3,"Group Leader","Westminster Vagrant",1784,2,"Lincolnshire","England"
"5681.2.3","[unknown]","[Child]",3,"Dependent","Westminster Vagrant",1784,2,"Lincolnshire","England"
"5681.3.3","[unknown]","[Child]",3,"Dependent","Westminster Vagrant",1784,2,"Lincolnshire","England"
"5682.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Angus","Scotland"
"5683.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Worcestershire","England"
"5684.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Dublin","Ireland"
"5685.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1784,2,"Norfolk","England"
"5686.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Dublin","Ireland"
"5687.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Midlothian","Scotland"
"5688.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Lancashire","England"
"5688.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1784,2,"Lancashire","England"
"5689.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Dorset","England"
"5689.2.2","F","[Wife]",2,"Dependent","City Vagrant",1784,2,"Dorset","England"
"569.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1778,10,"Sussex","England"
"569.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1778,10,"Sussex","England"
"5690.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Limerick","Ireland"
"5691.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Hampshire","England"
"5692.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5693.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Bedfordshire","England"
"5694.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Gloucestershire","England"
"5695.1.2","M","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1784,2,"Berkshire","England"
"5695.2.2","F","[Wife]",2,"Dependent","Westminster Vagrant",1784,2,"Berkshire","England"
"5696.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"[unknown]","Ireland"
"5697.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"[unknown]","Ireland"
"5698.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Wiltshire","England"
"5699.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Westmeath","Ireland"
"57.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1777,12,"Kent","England"
"570.1.3","M","[lead vagrant]",3,"Group Leader","Middlesex Vagrant",1778,10,"Lancashire","England"
"570.2.3","[unknown]","[Wife]",3,"Dependent","Middlesex Vagrant",1778,10,"Lancashire","England"
"570.3.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1778,10,"Lancashire","England"
"5700.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5701.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Lincolnshire","England"
"5702.1.2","F","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1784,2,"Cork","Ireland"
"5702.2.2","[unknown]","[Child]",2,"Dependent","Westminster Vagrant",1784,2,"Cork","Ireland"
"5703.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Northumberland","England"
"5704.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Dublin","Ireland"
"5705.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Cambridgeshire","England"
"5706.1.7","M","[lead vagrant]",7,"Group Leader","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5706.2.7","F","[Wife]",7,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5706.3.7","[unknown]","[Child]",7,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5706.4.7","[unknown]","[Child]",7,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5706.5.7","[unknown]","[Child]",7,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5706.6.7","[unknown]","[Child]",7,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5706.7.7","[unknown]","[Child]",7,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5707.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Dublin","Ireland"
"5708.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1784,2,"New England","America"
"5709.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Antrim","Ireland"
"571.1.3","M","[lead vagrant]",3,"Group Leader","City Vagrant",1778,10,"Cork","Ireland"
"571.2.3","[unknown]","[Wife]",3,"Dependent","City Vagrant",1778,10,"Cork","Ireland"
"571.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1778,10,"Cork","Ireland"
"5710.1.3","M","[lead vagrant]",3,"Group Leader","City Vagrant",1784,2,"Cork","Ireland"
"5710.2.3","[unknown]","[Wife]",3,"Dependent","City Vagrant",1784,2,"Cork","Ireland"
"5710.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1784,2,"Cork","Ireland"
"5711.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Dublin","Ireland"
"5712.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5713.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1784,2,"Huntingdonshire","England"
"5714.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1784,2,"Kent","England"
"5715.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Dorset","England"
"5716.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Down","Ireland"
"5717.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Warwickshire","England"
"5718.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Northamptonshire","England"
"5719.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"572.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1778,10,"Dublin","Ireland"
"5720.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1784,2,"Kent","England"
"5721.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Lincolnshire","England"
"5722.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Cornwall","England"
"5723.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5724.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5725.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Dublin","Ireland"
"5726.1.2","F","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1784,2,"Hertfordshire","England"
"5726.2.2","[unknown]","[Child]",2,"Dependent","Westminster Vagrant",1784,2,"Hertfordshire","England"
"5727.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Buckinghamshire","England"
"5728.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Gloucestershire","England"
"5729.1.4","M","[lead vagrant]",4,"Group Leader","Middlesex Vagrant",1784,2,"Dublin","Ireland"
"5729.2.4","[unknown]","[Child]",4,"Dependent","Middlesex Vagrant",1784,2,"Dublin","Ireland"
"5729.3.4","[unknown]","[Child]",4,"Dependent","Middlesex Vagrant",1784,2,"Dublin","Ireland"
"5729.4.4","[unknown]","[Child]",4,"Dependent","Middlesex Vagrant",1784,2,"Dublin","Ireland"
"573.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1778,10,"Devon","England"
"5730.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Berkshire","England"
"5731.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5732.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Bedfordshire","England"
"5733.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Cambridgeshire","England"
"5734.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5735.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1784,2,"Surrey","England"
"5736.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1784,2,"Surrey","England"
"5737.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Lancashire","England"
"5738.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Devon","England"
"5739.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"574.1.2","F","[lead vagrant]",2,"Group Leader","Passed to Middlesex Home",1778,10,"Middlesex","England"
"574.2.2","[unknown]","[Child]",2,"Dependent","Passed to Middlesex Home",1778,10,"Middlesex","England"
"5740.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1784,2,"Norfolk","England"
"5741.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Kerry","Ireland"
"5742.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Worcestershire","England"
"5742.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1784,2,"Worcestershire","England"
"5743.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Surrey","England"
"5744.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Bristol","England"
"5745.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Lancashire","England"
"5746.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1784,2,"Sussex","England"
"5747.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Berkshire","England"
"5748.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Somerset","England"
"5748.2.2","F","[Wife]",2,"Dependent","City Vagrant",1784,2,"Somerset","England"
"5749.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Yorkshire","England"
"575.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1778,10,"Inverness-shire","Scotland"
"5750.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Orkney","Scotland"
"5751.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Berkshire","England"
"5752.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5753.1.2","F","[lead vagrant]",2,"Group Leader","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5753.2.2","[unknown]","[Child]",2,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5754.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5755.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Berkshire","England"
"5756.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Fifeshire","Scotland"
"5757.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Hertfordshire","England"
"5758.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Londonderry","Ireland"
"5759.1.3","M","[lead vagrant]",3,"Group Leader","Westminster Vagrant",1784,2,"Gloucestershire","England"
"5759.2.3","[unknown]","[Wife]",3,"Dependent","Westminster Vagrant",1784,2,"Gloucestershire","England"
"5759.3.3","[unknown]","[Child]",3,"Dependent","Westminster Vagrant",1784,2,"Gloucestershire","England"
"576.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1778,10,"Staffordshire","England"
"5760.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Staffordshire","England"
"5761.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5762.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Somerset","England"
"5763.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Lancashire","England"
"5764.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Dublin","Ireland"
"5764.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1784,2,"Dublin","Ireland"
"5765.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1784,2,"Lancashire","England"
"5765.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1784,2,"Lancashire","England"
"5765.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1784,2,"Lancashire","England"
"5766.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Devon","England"
"5767.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1784,2,"Down","Ireland"
"5767.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1784,2,"Down","Ireland"
"5767.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1784,2,"Down","Ireland"
"5768.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Somerset","England"
"5769.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Cork","Ireland"
"577.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1778,10,"Middlesex","England"
"5770.1.3","F","[lead vagrant]",3,"Group Leader","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5770.2.3","[unknown]","[Child]",3,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5770.3.3","[unknown]","[Child]",3,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5771.1.4","F","[lead vagrant]",4,"Group Leader","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5771.2.4","[unknown]","[Child]",4,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5771.3.4","[unknown]","[Child]",4,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5771.4.4","[unknown]","[Child]",4,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5772.1.3","F","[lead vagrant]",3,"Group Leader","Westminster Vagrant",1784,2,"Worcestershire","England"
"5772.2.3","[unknown]","[Child]",3,"Dependent","Westminster Vagrant",1784,2,"Worcestershire","England"
"5772.3.3","[unknown]","[Child]",3,"Dependent","Westminster Vagrant",1784,2,"Worcestershire","England"
"5773.1.3","F","[lead vagrant]",3,"Group Leader","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5773.2.3","[unknown]","[Child]",3,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5773.3.3","[unknown]","[Child]",3,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5774.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5775.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Kilkenny","Ireland"
"5776.1.5","M","[lead vagrant]",5,"Group Leader","Middlesex Vagrant",1784,2,"Bristol","England"
"5776.2.5","F","[Wife]",5,"Dependent","Middlesex Vagrant",1784,2,"Bristol","England"
"5776.3.5","[unknown]","[Child]",5,"Dependent","Middlesex Vagrant",1784,2,"Bristol","England"
"5776.4.5","[unknown]","[Child]",5,"Dependent","Middlesex Vagrant",1784,2,"Bristol","England"
"5776.5.5","[unknown]","[Child]",5,"Dependent","Middlesex Vagrant",1784,2,"Bristol","England"
"5777.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Leicestershire","England"
"5777.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1784,2,"Leicestershire","England"
"5778.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5779.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Durham","England"
"578.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1778,10,"Somerset","England"
"578.2.2","F","[Wife]",2,"Dependent","City Vagrant",1778,10,"Somerset","England"
"5780.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5781.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Yorkshire","England"
"5782.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Essex","England"
"5783.1.2","M","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1784,2,"Berkshire","England"
"5783.2.2","[unknown]","[Child]",2,"Dependent","Westminster Vagrant",1784,2,"Berkshire","England"
"5784.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Yorkshire","England"
"5785.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Berkshire","England"
"5786.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Northumberland","England"
"5787.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Dublin","Ireland"
"5788.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1784,2,"Warwickshire","England"
"5788.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1784,2,"Warwickshire","England"
"5788.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1784,2,"Warwickshire","England"
"5789.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Cork","Ireland"
"579.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1778,10,"Oxfordshire","England"
"5790.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Midlothian","Scotland"
"5791.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Cork","Ireland"
"5792.1.3","M","[lead vagrant]",3,"Group Leader","Middlesex Vagrant",1784,2,"Berkshire","England"
"5792.2.3","[unknown]","[Wife]",3,"Dependent","Middlesex Vagrant",1784,2,"Berkshire","England"
"5792.3.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1784,2,"Berkshire","England"
"5793.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Shropshire","England"
"5794.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Limerick","Ireland"
"5795.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Stirlingshire","Scotland"
"5796.1.2","F","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1784,2,"Warwickshire","England"
"5796.2.2","[unknown]","[Child]",2,"Dependent","Westminster Vagrant",1784,2,"Warwickshire","England"
"5797.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Cheshire","England"
"5798.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Inverness-shire","Scotland"
"5799.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"[unknown]","Ireland"
"58.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1777,12,"Middlesex","England"
"580.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1778,10,"Lancashire","England"
"580.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1778,10,"Lancashire","England"
"5800.1.2","F","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1784,2,"Somerset","England"
"5800.2.2","[unknown]","[Child]",2,"Dependent","Westminster Vagrant",1784,2,"Somerset","England"
"5801.1.3","M","[lead vagrant]",3,"Group Leader","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5801.2.3","F","[Wife]",3,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5801.3.3","[unknown]","[Child]",3,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5802.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5803.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5804.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Surrey","England"
"5805.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Yorkshire","England"
"5805.2.2","F","[Wife]",2,"Dependent","City Vagrant",1784,2,"Yorkshire","England"
"5806.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Waterford","Ireland"
"5807.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Donegal","Ireland"
"5808.1.2","M","[lead vagrant]",2,"Group Leader","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5808.2.2","[unknown]","[Child]",2,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5809.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"581.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1778,10,"Middlesex","England"
"5810.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5811.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Fifeshire","Scotland"
"5812.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Cork","Ireland"
"5813.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Cavan","Ireland"
"5814.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Perthshire","Scotland"
"5815.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Lanarkshire","Scotland"
"5816.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5817.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Roscommon","Ireland"
"5818.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"[unknown]","Ireland"
"5819.1.4","F","[lead vagrant]",4,"Group Leader","Westminster Vagrant",1784,2,"Angus","Scotland"
"5819.2.4","[unknown]","[Child]",4,"Dependent","Westminster Vagrant",1784,2,"Angus","Scotland"
"5819.3.4","[unknown]","[Child]",4,"Dependent","Westminster Vagrant",1784,2,"Angus","Scotland"
"5819.4.4","[unknown]","[Child]",4,"Dependent","Westminster Vagrant",1784,2,"Angus","Scotland"
"582.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1778,10,"Somerset","England"
"5820.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Monaghan","Ireland"
"5821.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5822.1.6","F","[lead vagrant]",6,"Group Leader","Middlesex Vagrant",1784,2,"Cambridgeshire","England"
"5822.2.6","[unknown]","[Child]",6,"Dependent","Middlesex Vagrant",1784,2,"Cambridgeshire","England"
"5822.3.6","[unknown]","[Child]",6,"Dependent","Middlesex Vagrant",1784,2,"Cambridgeshire","England"
"5822.4.6","[unknown]","[Child]",6,"Dependent","Middlesex Vagrant",1784,2,"Cambridgeshire","England"
"5822.5.6","[unknown]","[Child]",6,"Dependent","Middlesex Vagrant",1784,2,"Cambridgeshire","England"
"5822.6.6","[unknown]","[Child]",6,"Dependent","Middlesex Vagrant",1784,2,"Cambridgeshire","England"
"5823.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"[unknown]","Scotland"
"5824.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Cork","Ireland"
"5824.2.2","F","[Wife]",2,"Dependent","City Vagrant",1784,2,"Cork","Ireland"
"5825.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Cambridgeshire","England"
"5826.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Somerset","England"
"5827.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"[unknown]","Ireland"
"5828.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Yorkshire","England"
"5829.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Galway","Ireland"
"583.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1778,10,"Middlesex","England"
"5830.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Bristol","England"
"5831.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Louth","Ireland"
"5832.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5833.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Leicestershire","England"
"5834.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Monmouthshire","Wales"
"5835.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Meath","Ireland"
"5836.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Dublin","Ireland"
"5837.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Roscommon","Ireland"
"5838.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Surrey","England"
"5839.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Kerry","Ireland"
"584.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1778,10,"[unknown]","Ireland"
"5840.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Inverness-shire","Scotland"
"5841.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5842.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Devon","England"
"5843.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Staffordshire","England"
"5843.2.2","F","[Wife]",2,"Dependent","City Vagrant",1784,2,"Staffordshire","England"
"5844.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Hertfordshire","England"
"5845.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Somerset","England"
"5846.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Somerset","England"
"5847.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1784,2,"Norfolk","England"
"5848.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Tipperary","Ireland"
"5849.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Clare","Ireland"
"585.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1778,10,"[unknown]","Ireland"
"5850.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Staffordshire","England"
"5851.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Orkney","Scotland"
"5852.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Buckinghamshire","England"
"5853.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Hertfordshire","England"
